user_id,age,gender,registration_date,avg_monthly_spend
U100407,25,M,2022-03-19,13354.28
U100408,66,F,2023-11-02,11248.8
U100409,18,F,2022-10-14,18350.33
U100410,27,F,2021-11-16,3365.66
U100411,29,M,2022-07-26,11001.72
U100412,32,F,2023-05-28,14181.12
U100413,24,F,2023-06-10,23560.59
U100414,18,M,2022-02-27,17657.48
U100415,53,M,2022-09-09,5532.09
U100416,68,M,2022-05-25,11100.19
U100417,24,F,2022-12-06,22088.41
U100418,33,M,2023-01-08,5393.8
U100419,44,F,2022-02-24,14370.85
U100420,66,O,2023-11-25,14927.04
U100421,54,M,2022-10-07,11913.74
U100422,57,M,2022-12-08,36566.01
U100423,48,F,2021-11-07,11698.15
U100424,39,M,2021-12-26,18598.12
U100425,28,F,2022-10-15,8869.59
U100426,62,F,2023-03-23,19221.98
U100427,59,F,2023-04-18,21966.3
U100428,19,M,2023-05-12,10296.29
U100429,55,F,2023-03-12,14562.39
U100430,22,F,2021-11-25,7837.76
U100431,56,M,2023-10-20,5844.77
U100432,60,F,2023-11-07,23294.36
U100433,24,F,2022-06-27,10567.99
U100434,40,F,2023-04-30,500.0
U100435,24,M,2021-09-18,29122.85
U100436,47,M,2021-12-03,8583.24
U100437,66,M,2021-11-16,13029.02
U100438,22,M,2022-09-15,28127.25
U100439,38,M,2022-10-04,13866.06
U100440,68,O,2022-10-16,13693.31
U100441,33,M,2023-05-26,5174.62
U100442,24,F,2022-05-31,1921.33
U100443,43,M,2021-08-17,13668.91
U100444,44,M,2023-03-29,17902.48
U100445,52,M,2023-10-08,17444.2
U100446,34,M,2022-06-03,11149.91
U100447,67,F,2022-11-10,15162.06
U100448,45,F,2021-10-20,500.0
U100449,32,F,2021-08-24,18681.34
U100450,67,M,2021-05-24,16291.25
U100451,66,F,2022-11-16,30789.29
U100452,43,M,2021-07-11,15059.84
U100453,19,F,2023-08-10,7458.65
U100454,49,F,2022-12-06,14594.21
U100455,46,M,2023-03-20,12377.6
U100456,25,M,2021-06-20,18477.66
U100457,50,M,2022-04-29,15215.14
U100458,61,M,2022-12-13,4920.43
U100459,23,F,2023-07-08,1914.05
U100460,55,F,2021-11-03,17103.27
U100461,25,O,2022-03-07,26064.92
U100462,56,M,2021-08-27,15634.78
U100463,39,F,2022-10-03,21506.38
U100464,18,M,2023-07-10,23102.47
U100465,68,F,2023-01-12,17134.33
U100466,26,M,2022-04-10,8484.07
U100467,48,M,2023-04-13,16562.46
U100468,27,F,2023-09-25,24656.58
U100469,66,M,2021-09-25,19239.12
U100470,56,M,2022-07-06,20985.96
U100471,59,F,2022-11-13,11299.63
U100472,40,M,2022-06-14,13381.17
U100473,42,F,2021-12-16,14050.18
U100474,50,F,2023-12-01,14589.3
U100475,58,F,2022-10-01,24343.67
U100476,62,F,2023-03-31,500.0
U100477,18,F,2023-09-04,15244.31
U100478,52,F,2023-10-29,14364.03
U100479,23,F,2022-10-01,4027.99
U100480,32,F,2022-06-23,20374.14
U100481,61,M,2022-07-28,9204.0
U100482,31,M,2021-11-03,12143.74
U100483,59,F,2022-09-14,29790.26
U100484,42,M,2022-05-09,23079.79
U100485,30,M,2021-10-02,19595.9
U100486,35,M,2022-03-05,18046.22
U100487,45,F,2021-07-02,13682.56
U100488,57,M,2023-05-02,30995.02
U100489,49,F,2021-10-30,21417.34
U100490,66,F,2022-01-26,9003.6
U100491,63,F,2022-05-16,3799.18
U100492,57,M,2023-11-29,19534.7
U100493,49,F,2022-06-25,14553.05
U100494,33,F,2021-08-22,3568.49
U100495,39,M,2022-03-17,18428.69
U100496,24,F,2023-11-28,12847.78
U100497,37,M,2023-02-26,19245.32
U100498,66,O,2022-05-29,18533.92
U100499,40,M,2021-10-06,10133.89
U100500,23,F,2022-09-27,20062.76
U100501,51,F,2021-08-23,11016.76
U100502,68,M,2021-10-22,11536.95
U100503,63,F,2023-03-18,10741.83
U100504,32,M,2023-05-27,24047.8
U100505,41,F,2021-07-10,12755.42
U100506,45,F,2022-05-10,25979.55
U100507,30,M,2021-08-31,29267.88
U100508,31,M,2021-06-21,9090.25
U100509,30,F,2022-10-17,500.0
U100510,69,M,2023-10-19,23356.08
U100511,56,F,2021-07-04,12264.22
U100512,61,F,2022-05-15,8070.51
U100513,60,F,2023-08-08,10290.26
U100514,67,M,2022-07-07,11681.49
U100515,23,F,2023-11-05,25377.54
U100516,63,F,2023-02-24,16279.29
U100517,21,M,2022-12-30,25268.79
U100518,42,M,2022-09-18,18953.76
U100519,48,M,2022-06-02,12526.15
U100520,36,M,2021-09-09,11877.14
U100521,25,F,2022-12-27,19492.87
U100522,27,M,2021-12-19,21563.41
U100523,60,F,2021-06-02,22974.34
U100524,34,M,2021-12-06,12907.69
U100525,34,M,2023-03-30,16401.65
U100526,66,M,2022-02-13,19672.32
U100527,25,F,2023-03-05,11928.28
U100528,65,F,2022-08-26,5920.48
U100529,65,M,2022-03-27,8549.83
U100530,49,F,2023-02-21,13071.72
U100531,26,M,2023-11-29,20297.66
U100532,26,M,2021-09-11,25071.82
U100533,32,M,2021-12-27,4151.62
U100534,48,O,2023-08-05,10221.24
U100535,25,F,2022-12-01,12137.1
U100536,41,F,2023-03-24,21357.74
U100537,24,M,2021-04-28,10775.12
U100538,46,M,2021-06-02,11562.14
U100539,19,F,2022-01-31,3704.06
U100540,54,M,2022-10-01,18867.26
U100541,20,F,2023-10-13,13708.81
U100542,28,F,2023-04-07,9767.64
U100543,27,M,2023-09-04,12923.89
U100544,61,F,2021-10-28,24015.96
U100545,20,O,2023-09-08,6960.9
U100546,40,M,2022-02-13,8266.72
U100547,48,F,2021-05-22,25018.02
U100548,44,F,2023-02-07,15606.2
U100549,53,M,2022-02-07,20358.03
U100550,59,F,2021-08-02,18214.02
U100551,38,M,2022-10-14,14717.32
U100552,61,F,2022-09-23,12213.61
U100553,34,F,2023-05-22,21652.46
U100554,69,F,2022-10-14,24298.69
U100555,44,F,2021-08-07,23673.51
U100556,56,F,2022-02-27,5516.23
U100557,63,M,2023-05-21,25439.29
U100558,59,M,2022-07-10,12136.52
U100559,62,M,2022-01-16,8959.76
U100560,45,F,2023-09-18,13645.38
U100561,20,M,2021-11-22,21649.03
U100562,43,M,2023-05-21,19323.71
U100563,27,F,2023-02-20,12956.91
U100564,64,M,2022-10-25,21701.33
U100565,30,M,2022-07-31,16118.88
U100566,29,M,2021-06-27,10416.23
U100567,30,M,2023-04-30,9335.72
U100568,51,F,2023-03-29,18281.88
U100569,47,M,2022-11-30,14339.86
U100570,67,M,2021-08-23,3995.96
U100571,39,O,2021-05-10,21777.29
U100572,32,F,2022-09-18,11157.8
U100573,20,F,2022-01-29,27736.96
U100574,18,F,2021-06-26,3776.08
U100575,37,F,2021-09-02,13554.33
U100576,66,M,2022-02-10,9400.18
U100577,45,F,2022-06-26,7196.62
U100578,64,F,2021-04-22,11105.67
U100579,23,M,2023-04-15,29164.54
U100580,22,M,2022-12-16,16146.96
U100581,61,M,2022-01-10,8666.34
U100582,23,F,2023-11-12,500.0
U100583,20,F,2022-08-04,1229.1
U100584,39,F,2021-08-26,10708.29
U100585,66,M,2023-06-14,9930.5
U100586,53,M,2021-10-14,13207.59
U100587,23,M,2022-10-28,500.0
U100588,61,F,2021-08-20,14266.55
U100589,61,F,2022-03-27,23221.84
U100590,59,F,2023-07-03,27982.73
U100591,64,F,2021-12-19,500.0
U100592,30,F,2023-10-09,8588.86
U100593,68,O,2023-04-11,8166.13
U100594,34,M,2021-07-24,16165.77
U100595,59,M,2021-08-05,5241.82
U100596,48,M,2023-10-19,28458.11
U100597,58,M,2022-11-29,15348.18
U100598,50,M,2023-09-02,14014.83
U100599,51,M,2023-03-14,27741.71
U100600,50,F,2021-05-08,14871.62
U100601,58,M,2023-05-27,18202.43
U100602,56,F,2022-03-20,8993.61
U100603,24,F,2021-10-13,4035.98
U100604,60,F,2021-07-31,10117.11
U100605,45,F,2022-12-24,32495.81
U100606,34,M,2022-01-26,20064.17
U100607,44,F,2022-08-21,17196.28
U100608,68,M,2023-08-20,7189.01
U100609,62,F,2023-04-30,22290.01
U100610,61,M,2021-12-07,4138.45
U100611,42,M,2022-02-05,2463.55
U100612,58,F,2022-07-15,10528.9
U100613,38,F,2021-11-05,30635.93
U100614,53,M,2022-01-31,30183.15
U100615,51,F,2023-01-07,11390.1
U100616,30,M,2023-02-20,9606.41
U100617,31,F,2021-05-30,1877.1
U100618,21,M,2021-05-04,15624.25
U100619,25,M,2023-11-03,16296.1
U100620,40,M,2021-10-26,21316.45
U100621,42,M,2023-07-27,22285.66
U100622,26,M,2021-08-19,13420.62
U100623,39,M,2022-05-10,19448.22
U100624,49,M,2022-02-03,9394.89
U100625,30,M,2022-01-21,19296.34
U100626,35,F,2022-04-25,10942.14
U100627,37,M,2023-04-03,18675.67
U100628,44,F,2021-10-11,18028.01
U100629,37,F,2022-06-13,15550.43
U100630,56,M,2022-06-22,21356.32
U100631,35,F,2023-01-28,2436.81
U100632,40,M,2023-11-23,6480.67
U100633,37,M,2022-06-13,12839.52
U100634,27,F,2023-01-02,3453.89
U100635,53,F,2022-03-03,11745.08
U100636,30,F,2022-12-14,12002.96
U100637,33,M,2021-05-03,25477.47
U100638,59,F,2022-02-10,16140.27
U100639,67,M,2022-09-16,23235.44
U100640,52,M,2022-01-15,17413.4
U100641,65,M,2022-03-14,10714.66
U100642,62,O,2022-04-10,16069.73
U100643,43,M,2022-05-21,20835.41
U100644,58,F,2021-06-12,24547.21
U100645,35,F,2023-01-28,13941.52
U100646,41,F,2022-10-09,1819.91
U100647,45,F,2023-04-01,1257.58
U100648,67,F,2022-05-29,12388.7
U100649,62,M,2021-04-18,500.0
U100650,43,M,2022-04-21,29360.84
U100651,51,F,2023-05-16,19775.47
U100652,28,M,2021-06-22,9914.66
U100653,59,M,2021-10-27,6122.82
U100654,46,M,2022-10-02,23224.95
U100655,45,M,2023-07-13,6090.9
U100656,57,M,2022-11-07,6854.19
U100657,50,M,2021-10-13,8872.43
U100658,21,F,2022-05-22,15912.7
U100659,32,M,2023-06-05,19966.38
U100660,27,O,2023-07-02,24541.38
U100661,56,O,2021-05-08,23359.77
U100662,19,M,2022-09-25,15006.19
U100663,28,F,2022-02-05,23164.18
U100664,49,F,2022-12-18,9632.0
U100665,54,F,2023-09-06,500.0
U100666,44,M,2022-10-29,9630.95
U100667,62,M,2022-01-29,8549.92
U100668,65,M,2023-01-13,9944.1
U100669,24,F,2022-04-26,7325.0
U100670,67,O,2022-10-04,11311.12
U100671,49,F,2023-01-09,19960.14
U100672,51,F,2023-03-30,28722.06
U100673,22,O,2023-03-25,1197.23
U100674,50,F,2023-03-29,4698.12
U100675,55,M,2022-01-04,8668.43
U100676,48,F,2023-01-09,21125.94
U100677,22,M,2021-12-13,13360.42
U100678,45,M,2023-02-04,9207.13
U100679,66,F,2023-01-19,20733.86
U100680,55,F,2021-06-19,22651.12
U100681,25,M,2021-08-05,14849.92
U100682,67,F,2022-11-09,8470.25
U100683,67,M,2023-03-17,17162.24
U100684,26,M,2022-01-07,13133.85
U100685,59,M,2023-09-26,13071.89
U100686,39,F,2022-09-16,10900.8
U100687,48,F,2022-04-30,22399.87
U100688,41,M,2022-02-15,16999.04
U100689,58,M,2023-08-21,23285.61
U100690,69,M,2023-11-30,25690.61
U100691,59,M,2023-03-09,18671.85
U100692,66,F,2023-08-09,10948.18
U100693,67,F,2022-07-29,23322.61
U100694,22,F,2021-06-24,18725.32
U100695,31,M,2023-02-28,35826.94
U100696,55,F,2022-09-18,17480.82
U100697,48,M,2023-05-08,20581.5
U100698,20,M,2023-10-21,17323.39
